16,4324.7,4324.7,4832.1
16.1,4348.3,4348.3,4850.2
16.2,4371.9,4371.9,4868.2
16.3,4395.5,4395.5,4886.1
16.4,4419,4419,4903.9
16.5,4442.4,4442.4,4921.5
16.6,4465.9,4465.9,4939
16.7,4489.2,4489.2,4956.3
16.8,4512.6,4512.6,4973.5
16.9,4535.9,4535.9,4990.6
17,4559.1,4559.1,5007.6
17.1,4582.4,4582.4,5024.4
17.2,4605.5,4605.5,5041.2
17.3,4628.7,4628.7,5057.8
17.4,4651.8,4651.8,5074.2
17.5,4674.8,4674.8,5090.6
17.6,4697.9,4697.9,5106.8
17.7,4720.9,4720.9,5122.9
17.8,4743.8,4743.8,5138.8
17.9,4766.7,4766.7,5154.7
18,4789.6,4789.6,5170.4
18.1,4812.4,4812.4,5186
18.2,4835.2,4835.2,5201.4
18.3,4858,4858,5216.8
18.4,4880.7,4880.7,5232
18.5,4903.4,4903.4,5247.1
18.6,4926,4926,5262.1
18.7,4948.6,4948.6,5276.9
18.8,4971.2,4971.2,5291.7
18.9,4993.8,4993.8,5306.3
19,5016.3,5016.3,5320.8
19.1,5038.7,5038.7,5335.1
19.2,5061.2,5061.2,5349.4
19.3,5083.6,5083.6,5363.5
19.4,5105.9,5105.9,5377.5
19.5,5128.3,5128.3,5391.4
19.6,5150.6,5150.6,5405.2
19.7,5172.8,5172.8,5418.8
19.8,5195.1,5195.1,5432.4
19.9,5217.3,5217.3,5445.8
20,5239.4,5239.4,5459.1
20.1,5261.5,5261.5,5472.3
20.2,5283.6,5283.6,5485.3
20.3,5305.7,5305.7,5498.3
20.4,5327.7,5327.7,5511.1
20.5,5349.7,5349.7,5523.8
20.6,5371.7,5371.7,5536.4
20.7,5393.6,5393.6,5548.8
20.8,5415.5,5415.5,5561.2
20.9,5437.4,5437.4,5573.4
21,5459.2,5459.2,5585.6
21.1,5481,5481,5597.6
21.2,5502.8,5502.8,5609.5
21.3,5524.5,5524.5,5621.3
21.4,5546.2,5546.2,5632.9
21.5,5567.9,5567.9,5644.5
21.6,5589.5,5589.5,5655.9
21.7,5611.2,5611.2,5667.2
21.8,5632.7,5632.7,5678.4
21.9,5654.3,5654.3,5689.5
22,5675.8,5675.8,5700.5
22.1,5697.3,5697.3,5711.4
22.2,5718.8,5718.8,5722.1
22.3,5740.2,5740.2,5732.8
22.4,5761.6,5761.6,5743.3
22.5,5783,5783,5753.7
22.6,5804.3,5804.3,5764
22.7,5825.7,5825.7,5774.2
22.8,5846.9,5846.9,5784.3
22.9,5868.2,5868.2,5794.2
23,5889.4,5889.4,5804.1
23.1,5910.6,5910.6,5813.8
23.2,5931.8,5931.8,5823.5
23.3,5952.9,5952.9,5833
23.4,5974.1,5974.1,5842.4
23.5,5995.1,5995.1,5851.7
23.6,6016.2,6016.2,5860.9
23.7,6037.2,6037.2,5870
23.8,6058.2,6058.2,5879
23.9,6079.2,6079.2,5887.8
24,6100.2,6100.2,5896.6
24.1,6121.1,6121.1,5905.2
24.2,6142,6142,5913.7
24.3,6162.8,6162.8,5922.2
24.4,6183.7,6183.7,5930.5
24.5,6204.5,6204.5,5938.7
24.6,6225.3,6225.3,5946.8
24.7,6246,6246,5954.8
24.8,6266.8,6266.8,5962.6
24.9,6287.5,6287.5,5970.4
25,6308.1,6308.1,5978.1
25.1,6328.8,6328.8,5985.6
25.2,6349.4,6349.4,5993.1
25.3,6370,6370,6000.4
25.4,6390.6,6390.6,6007.7
25.5,6411.1,6411.1,6014.8
25.6,6431.7,6431.7,6021.8
25.7,6452.2,6452.2,6028.7
25.8,6472.6,6472.6,6035.5
25.9,6493.1,6493.1,6042.2
26,6513.5,6513.5,6048.8
26.1,6533.9,6533.9,6055.3
26.2,6554.3,6554.3,6061.7
26.3,6574.6,6574.6,6068
26.4,6594.9,6594.9,6074.1
26.5,6615.2,6615.2,6080.2
26.6,6635.5,6635.5,6086.2
26.7,6655.7,6655.7,6092
26.8,6676,6676,6097.8
26.9,6696.2,6696.2,6103.4
27,6716.3,6716.3,6108.9
27.1,6736.5,6736.5,6114.4
27.2,6756.6,6756.6,6119.7
27.3,6776.7,6776.7,6124.9
27.4,6796.8,6796.8,6130
27.5,6816.8,6816.8,6135.1
27.6,6836.9,6836.9,6140
27.7,6856.9,6856.9,6144.8
27.8,6876.8,6876.8,6149.5
27.9,6896.8,6896.8,6154.1
28,6916.7,6916.7,6158.6
28.1,6936.6,6936.6,6163
28.2,6956.5,6956.5,6167.3
28.3,6976.4,6976.4,6171.5
28.4,6996.2,6996.2,6175.5
28.5,7016,7016,6179.5
28.6,7035.8,7035.8,6183.4
28.7,7055.6,7055.6,6187.2
28.8,7075.3,7075.3,6190.9
28.9,7095.1,7095.1,6194.4
29,7114.8,7114.8,6197.9
29.1,7134.5,7134.5,6201.3
29.2,7154.1,7154.1,6204.5
29.3,7173.7,7173.7,6207.7
29.4,7193.4,7193.4,6210.8
29.5,7212.9,7212.9,6213.7
29.6,7232.5,7232.5,6216.6
29.7,7252.1,7252.1,6219.4
29.8,7271.6,7271.6,6222
29.9,7291.1,7291.1,6224.6
30,7310.6,7310.6,6227
30.1,7330,7330,6229.4
30.2,7349.4,7349.4,6231.6
30.3,7368.9,7368.9,6233.8
30.4,7388.2,7388.2,6235.8
30.5,7407.6,7407.6,6237.8
30.6,7427,7427,6239.7
30.7,7446.3,7446.3,6241.4
30.8,7465.6,7465.6,6243.1
30.9,7484.9,7484.9,6244.6
31,7504.1,7504.1,6246.1
31.1,7523.4,7523.4,6247.4
31.2,7542.6,7542.6,6248.7
31.3,7561.8,7561.8,6249.8
31.4,7580.9,7580.9,6250.9
31.5,7600.1,7600.1,6251.8
31.6,7619.2,7619.2,6252.7
31.7,7638.3,7638.3,6253.5
31.8,7657.4,7657.4,6254.1
31.9,7676.5,7676.5,6254.7
32,7695.5,7695.5,6255.1
32.1,7714.6,7714.6,6255.5
32.2,7733.6,7733.6,6255.8
32.3,7752.6,7752.6,6255.9
32.4,7771.5,7771.5,6256
32.5,7790.5,7790.5,6256
32.6,7809.4,7809.4,6255.9
32.7,7828.3,7828.3,6255.6
32.8,7847.2,7847.2,6255.3
32.9,7866,7866,6254.9
33,7884.9,7884.9,6254.4
33.1,7903.7,7903.7,6253.7
33.2,7922.5,7922.5,6253
33.3,7941.3,7941.3,6252.2
33.4,7960,7960,6251.3
33.5,7978.8,7978.8,6250.3
33.6,7997.5,7997.5,6249.2
33.7,8016.2,8016.2,6248
33.8,8034.8,8034.8,6246.7
33.9,8053.5,8053.5,6245.3
34,8072.1,8072.1,6243.8
34.1,8090.8,8090.8,6242.3
34.2,8109.4,8109.4,6240.6
34.3,8127.9,8127.9,6238.8
34.4,8146.5,8146.5,6236.9
34.5,8165,8165,6235
34.6,8183.5,8183.5,6232.9
34.7,8202,8202,6230.7
34.8,8220.5,8220.5,6228.5
34.9,8239,8239,6226.1
35,8257.4,8257.4,6223.7
35.1,8275.8,8275.8,6221.1
35.2,8294.2,8294.2,6218.5
35.3,8312.6,8312.6,6215.8
35.4,8330.9,8330.9,6212.9
35.5,8349.3,8349.3,6210
35.6,8367.6,8367.6,6207
35.7,8385.9,8385.9,6203.9
35.8,8404.2,8404.2,6200.7
35.9,8422.4,8422.4,6197.4
36,8440.7,8440.7,6194
36.1,8458.9,8458.9,6190.5
36.2,8477.1,8477.1,6186.9
36.3,8495.3,8495.3,6183.2
36.4,8513.4,8513.4,6179.4
36.5,8531.6,8531.6,6175.6
36.6,8549.7,8549.7,6171.6
36.7,8567.8,8567.8,6167.6
36.8,8585.9,8585.9,6163.4
36.9,8604,8604,6159.2
37,8622,8622,6154.8
37.1,8640,8640,6150.4
37.2,8658,8658,6145.9
37.3,8676,8676,6141.3
37.4,8694,8694,6136.6
37.5,8711.9,8711.9,6131.8
37.6,8729.9,8729.9,6126.9
37.7,8747.8,8747.8,6121.9
37.8,8765.7,8765.7,6116.8
37.9,8783.6,8783.6,6111.6
38,8801.4,8801.4,6106.4
38.1,8819.2,8819.2,6101
38.2,8837.1,8837.1,6095.5
38.3,8854.9,8854.9,6090
38.4,8872.6,8872.6,6084.4
38.5,8890.4,8890.4,6078.6
38.6,8908.1,8908.1,6072.8
38.7,8925.8,8925.8,6066.9
38.8,8943.6,8943.6,6060.9
38.9,8961.2,8961.2,6054.8
39,8978.9,8978.9,6048.6
39.1,8996.5,8996.5,6042.4
39.2,9014.2,9014.2,6036
39.3,9031.8,9031.8,6029.5
39.4,9049.4,9049.4,6023
39.5,9066.9,9066.9,6016.4
39.6,9084.5,9084.5,6009.6
39.7,9102,9102,6002.8
39.8,9119.5,9119.5,5995.9
39.9,9137,9137,5988.9
40,9154.5,9154.5,5981.8
40.1,9171.9,9171.9,5974.6
40.2,9189.4,9189.4,5967.3
40.3,9206.8,9206.8,5960
40.4,9224.2,9224.2,5952.5
40.5,9241.6,9241.6,5945
40.6,9258.9,9258.9,5937.3
40.7,9276.3,9276.3,5929.6
40.8,9293.6,9293.6,5921.8
40.9,9310.9,9310.9,5913.9
41,9328.2,9328.2,5905.9
41.1,9345.4,9345.4,5897.8
41.2,9362.7,9362.7,5889.6
41.3,9379.9,9379.9,5881.4
41.4,9397.1,9397.1,5873
41.5,9414.3,9414.3,5864.6
41.6,9431.5,9431.5,5856.1
41.7,9448.6,9448.6,5847.5
41.8,9465.8,9465.8,5838.8
41.9,9482.9,9482.9,5830
42,9500,9500,5821.1
42.1,9517.1,9517.1,5812.1
42.2,9534.1,9534.1,5803.1
42.3,9551.2,9551.2,5793.9
42.4,9568.2,9568.2,5784.7
42.5,9585.2,9585.2,5775.4
42.6,9602.2,9602.2,5766
42.7,9619.1,9619.1,5756.5
42.8,9636.1,9636.1,5746.9
42.9,9653,9653,5737.2
43,9669.9,9669.9,5727.4
43.1,9686.8,9686.8,5717.6
43.2,9703.7,9703.7,5707.7
43.3,9720.5,9720.5,5697.7
43.4,9737.4,9737.4,5687.5
43.5,9754.2,9754.2,5677.4
43.6,9771,9771,5667.1
43.7,9787.7,9787.7,5656.7
43.8,9804.5,9804.5,5646.3
43.9,9821.2,9821.2,5635.7
44,9838,9838,5625.1
44.1,9854.7,9854.7,5614.4
44.2,9871.3,9871.3,5603.6
44.3,9888,9888,5592.7
44.4,9904.6,9904.6,5581.7
44.5,9921.3,9921.3,5570.7
44.6,9937.9,9937.9,5559.6
44.7,9954.5,9954.5,5548.3
44.8,9971,9971,5537
44.9,9987.6,9987.6,5525.6
45,10004,10004,5514.2
45.1,10021,10021,5502.6
45.2,10037,10037,5490.9
45.3,10054,10054,5479.2
45.4,10070,10070,5467.4
45.5,10086,10086,5455.5
45.6,10103,10103,5443.5
45.7,10119,10119,5431.4
45.8,10136,10136,5419.3
45.9,10152,10152,5407
46,10168,10168,5394.7
46.1,10185,10185,5382.3
46.2,10201,10201,5369.8
46.3,10217,10217,5357.3
46.4,10234,10234,5344.6
46.5,10250,10250,5331.9
46.6,10266,10266,5319
46.7,10282,10282,5306.1
46.8,10298,10298,5293.2
46.9,10315,10315,5280.1
47,10331,10331,5266.9
47.1,10347,10347,5253.7
47.2,10363,10363,5240.4
47.3,10379,10379,5227
47.4,10395,10395,5213.5
47.5,10411,10411,5200
47.6,10427,10427,5186.3
47.7,10443,10443,5172.6
47.8,10459,10459,5158.8
47.9,10475,10475,5144.9
48,10491,10491,5130.9
48.1,10507,10507,5116.9
48.2,10523,10523,5102.7
48.3,10539,10539,5088.5
48.4,10555,10555,5074.2
48.5,10571,10571,5059.9
48.6,10586,10586,5045.4
48.7,10602,10602,5030.9
48.8,10618,10618,5016.3
48.9,10634,10634,5001.6
49,10650,10650,4986.8
49.1,10665,10665,4972
49.2,10681,10681,4957
49.3,10697,10697,4942
49.4,10712,10712,4926.9
49.5,10728,10728,4911.8
49.6,10744,10744,4896.5
49.7,10759,10759,4881.2
49.8,10775,10775,4865.8
49.9,10790,10790,4850.3
50,10806,10806,4834.8
50.1,10822,10822,4819.1
50.2,10837,10837,4803.4
50.3,10853,10853,4787.6
50.4,10868,10868,4771.7
50.5,10884,10884,4755.8
50.6,10899,10899,4739.8
50.7,10914,10914,4723.7
50.8,10930,10930,4707.5
50.9,10945,10945,4691.2
51,10961,10961,4674.9
51.1,10976,10976,4658.5
51.2,10991,10991,4642
51.3,11006,11006,4625.4
51.4,11022,11022,4608.8
51.5,11037,11037,4592.1
51.6,11052,11052,4575.3
51.7,11067,11067,4558.4
51.8,11083,11083,4541.5
51.9,11098,11098,4524.4
52,11113,11113,4507.3
52.1,11128,11128,4490.2
52.2,11143,11143,4472.9
52.3,11158,11158,4455.6
52.4,11173,11173,4438.2
52.5,11188,11188,4420.7
52.6,11204,11204,4403.2
52.7,11219,11219,4385.6
52.8,11234,11234,4367.9
52.9,11248,11248,4350.1
53,11263,11263,4332.3
53.1,11278,11278,4314.4
53.2,11293,11293,4296.4
53.3,11308,11308,4278.4
53.4,11323,11323,4260.2
53.5,11338,11338,4242
53.6,11353,11353,4223.7
53.7,11368,11368,4205.4
53.8,11382,11382,4187
53.9,11397,11397,4168.5
54,11412,11412,4149.9
54.1,11427,11427,4131.3
54.2,11441,11441,4112.6
54.3,11456,11456,4093.8
54.4,11471,11471,4075
54.5,11485,11485,4056
54.6,11500,11500,4037
54.7,11514,11514,4018
54.8,11529,11529,3998.9
54.9,11544,11544,3979.7
55,11558,11558,3960.4
55.1,11573,11573,3941
55.2,11587,11587,3921.6
55.3,11602,11602,3902.2
55.4,11616,11616,3882.6
55.5,11630,11630,3863
55.6,11645,11645,3843.3
55.7,11659,11659,3823.5
55.8,11674,11674,3803.7
55.9,11688,11688,3783.8
56,11702,11702,3763.9
56.1,11717,11717,3743.8
56.2,11731,11731,3723.7
56.3,11745,11745,3703.6
56.4,11759,11759,3683.3
56.5,11774,11774,3663
56.6,11788,11788,3642.7
56.7,11802,11802,3622.2
56.8,11816,11816,3601.7
56.9,11830,11830,3581.2
57,11844,11844,3560.5
57.1,11858,11858,3539.8
57.2,11872,11872,3519.1
57.3,11886,11886,3498.2
57.4,11900,11900,3477.3
57.5,11914,11914,3456.4
57.6,11928,11928,3435.4
57.7,11942,11942,3414.3
57.8,11956,11956,3393.1
57.9,11970,11970,3371.9
58,11984,11984,3350.6
58.1,11998,11998,3329.3
58.2,12012,12012,3307.8
58.3,12026,12026,3286.4
58.4,12039,12039,3264.8
58.5,12053,12053,3243.2
58.6,12067,12067,3221.6
58.7,12081,12081,3199.8
58.8,12094,12094,3178
58.9,12108,12108,3156.2
59,12122,12122,3134.3
59.1,12135,12135,3112.3
59.2,12149,12149,3090.2
59.3,12163,12163,3068.1
59.4,12176,12176,3046
59.5,12190,12190,3023.8
59.6,12203,12203,3001.5
59.7,12217,12217,2979.1
59.8,12230,12230,2956.7
59.9,12244,12244,2934.3
60,12257,12257,2911.7
60.1,12271,12271,2889.1
60.2,12284,12284,2866.5
60.3,12297,12297,2843.8
60.4,12311,12311,2821
60.5,12324,12324,2798.2
60.6,12337,12337,2775.3
60.7,12351,12351,2752.4
60.8,12364,12364,2729.4
60.9,12377,12377,2706.3
61,12390,12390,2683.2
61.1,12403,12403,2660
61.2,12417,12417,2636.8
61.3,12430,12430,2613.5
61.4,12443,12443,2590.2
61.5,12456,12456,2566.8
61.6,12469,12469,2543.3
61.7,12482,12482,2519.8
61.8,12495,12495,2496.2
61.9,12508,12508,2472.6
62,12521,12521,2448.9
62.1,12534,12534,2425.2
62.2,12547,12547,2401.4
62.3,12560,12560,2377.6
62.4,12573,12573,2353.7
62.5,12586,12586,2329.7
62.6,12598,12598,2305.7
62.7,12611,12611,2281.6
62.8,12624,12624,2257.5
62.9,12637,12637,2233.3
63,12649,12649,2209.1
63.1,12662,12662,2184.8
63.2,12675,12675,2160.5
63.3,12688,12688,2136.1
63.4,12700,12700,2111.7
63.5,12713,12713,2087.2
63.6,12725,12725,2062.7
63.7,12738,12738,2038.1
63.8,12751,12751,2013.5
63.9,12763,12763,1988.8
64,12776,12776,1964
64.1,12788,12788,1939.2
64.2,12801,12801,1914.4
64.3,12813,12813,1889.5
64.4,12825,12825,1864.5
64.5,12838,12838,1839.6
64.6,12850,12850,1814.5
64.7,12862,12862,1789.4
64.8,12875,12875,1764.3
64.9,12887,12887,1739.1
65,12899,12899,1713.9
65.1,12912,12912,1688.6
65.2,12924,12924,1663.2
65.3,12936,12936,1637.9
65.4,12948,12948,1612.4
65.5,12960,12960,1586.9
65.6,12972,12972,1561.4
65.7,12984,12984,1535.9
65.8,12996,12996,1510.2
65.9,13009,13009,1484.6
66,13021,13021,1458.9
66.1,13033,13033,1433.1
66.2,13045,13045,1407.3
66.3,13056,13056,1381.5
66.4,13068,13068,1355.6
66.5,13080,13080,1329.7
66.6,13092,13092,1303.7
66.7,13104,13104,1277.7
66.8,13116,13116,1251.6
66.9,13128,13128,1225.5
67,13139,13139,1199.3
67.1,13151,13151,1173.1
67.2,13163,13163,1146.9
67.3,13175,13175,1120.6
67.4,13186,13186,1094.3
67.5,13198,13198,1067.9
67.6,13209,13209,1041.5
67.7,13221,13221,1015.1
67.8,13233,13233,988.6
67.9,13244,13244,962.07
68,13256,13256,935.5
68.1,13267,13267,908.89
68.2,13279,13279,882.24
68.3,13290,13290,855.54
68.4,13302,13302,828.81
68.5,13313,13313,802.04
68.6,13324,13324,775.23
68.7,13336,13336,748.39
68.8,13347,13347,721.5
68.9,13358,13358,694.57
69,13370,13370,667.61
69.1,13381,13381,640.61
69.2,13392,13392,613.57
69.3,13403,13403,586.49
69.4,13414,13414,559.38
69.5,13426,13426,532.23
69.6,13437,13437,505.05
69.7,13448,13448,477.82
69.8,13459,13459,450.56
69.9,13470,13470,423.27
70,13481,13481,395.94
70.1,13492,13492,368.57
70.2,13503,13503,341.17
70.3,13514,13514,313.74
70.4,13525,13525,286.27
70.5,13536,13536,258.77
70.628,13550,13550,223.65
